cnty_id,cnty_nm,city_sect_id,city_nm,urb_area_cd,urb_area_nm,lat_deg_no,lat_min,lat_sec_no,longtd_deg,longtd_min,longtd_sec,dd_lat,dd_long
"10",Douglas,174,Reedsport,,,43,41,45.440,-124,6,53.740,43.69595555556,-124.11492777778
"10",Douglas,176,Riddle,,,42,57,15.400,-123,21,48.910,42.95427777778,-123.36358611111
"10",Douglas,180,Roseburg,,,43,13,16.230,-123,21,43.190,43.22117500000,-123.36199722222
"10",Douglas,206,Sutherlin,,,43,22,51.100,-123,19,45.540,43.38086111111,-123.32931666667
"10",Douglas,235,Winston,,,43,7,5.950,-123,25,23.060,43.11831944444,-123.42307222222
"10",Douglas,240,Yoncalla,,,43,36,5.590,-123,17,15.790,43.60155277778,-123.28771944444
"10",Douglas,,,32,GREEN UA,43,8,50.490,-123,23,34.610,43.14735833333,-123.39294722222
"10",Douglas,,,65,ROSEBURG UA,43,14,46.420,-123,18,47.900,43.24622777778,-123.31330555556
"10",Douglas,,,77,SUTHRLIN UA,43,24,15.140,-123,19,9.210,43.40420555556,-123.31922500000
"10",Douglas, ,,,,43,10,41.280,-123,7,4.820,43.17813333333,-123.11800555556
"11",Gilliam,7,Arlington,,,45,43,19.040,-120,11,28.860,45.72195555556,-120.19135000000
"11",Gilliam,38,Condon,,,45,14,27.840,-120,11,32.120,45.24106666667,-120.19225555556
"11",Gilliam,121,Lonerock,,,45,5,32.070,-119,52,48.050,45.09224166667,-119.88001388889
"11",Gilliam, ,,,,45,17,12.270,-120,10,10.450,45.28674166667,-120.16956944444
"12",Grant,28,Canyon City,,,44,23,33.070,-118,56,51.950,44.39251944444,-118.94776388889
"12",Grant,49,Dayville,,,44,28,4.980,-119,31,54.710,44.46805000000,-119.53186388889
"12",Grant,79,Granite,,,44,48,36.400,-118,25,7.500,44.81011111111,-118.41875000000
"12",Grant,105,John Day,,,44,25,27.490,-118,57,0.950,44.42430277778,-118.95026388889
"12",Grant,122,Long Creek,,,44,42,55.830,-119,5,57.140,44.71550833333,-119.09920555556
"12",Grant,143,Monument,,,44,49,17.250,-119,25,11.460,44.82145833333,-119.41985000000
"12",Grant,147,Mt. Vernon,,,44,24,55.930,-119,6,54.510,44.41553611111,-119.11514166667
"12",Grant,169,Prairie City,,,44,27,37.230,-118,42,26.210,44.46034166667,-118.70728055556
"12",Grant,190,Seneca,,,44,8,5.350,-118,58,33.200,44.13481944444,-118.97588888889
"12",Grant, , ,,,44,28,44.530,-118,56,42.560,44.47903611111,-118.94515555556
"13",Harney,24,Burns,,,43,35,21.640,-119,3,46.440,43.58934444444,-119.06290000000
"13",Harney,93,Hines,,,43,33,26.780,-119,4,57.160,43.55743888889,-119.08254444444
"13",Harney, , ,,,43,0,35.370,-118,55,8.710,43.00982500000,-118.91908611111
"14",Hood River,31,Cascade Locks,,,45,40,22.010,-121,52,16.830,45.67278055556,-121.87134166667
"14",Hood River,94,Hood River,,,45,42,42.950,-121,31,51.240,45.71193055556,-121.53090000000
"14",Hood River,,,34,HOOD RIVER UA,45,42,2.990,-121,32,23.090,45.70083055556,-121.85974722222
"14",Hood River, ,,,,45,36,0.010,-121,41,43.540,45.60000277778,-121.69542777778
"15",Jackson,8,Ashland,,,42,11,20.710,-122,41,27.110,42.18908611111,-122.69086388889
"15",Jackson,25,Butte Falls,,,42,32,25.690,-122,34,17.380,42.54046944444,-122.57149444444
"15",Jackson,33,Central Point,,,42,22,18.420,-122,54,42.720,42.37178333333,-122.91186666667
"15",Jackson,58,Eagle Point,,,42,28,35.940,-122,48,6.480,42.47665000000,-122.80180000000
"15",Jackson,78,Gold Hill,,,42,26,10.110,-123,3,12.170,42.43614166667,-123.05338055556
"15",Jackson,103,Jacksonville,,,42,18,52.480,-122,58,27.300,42.31457777778,-122.97425000000
"15",Jackson,132,Medford,,,42,20,54.700,-122,50,56.670,42.34852777778,-122.84907500000
"15",Jackson,164,Phoenix,,,42,16,34.730,-122,48,49.880,42.27631388889,-122.81385555556
"15",Jackson,179,Rogue River,,,42,26,4.440,-123,10,9.650,42.43456666667,-123.16934722222
"15",Jackson,191,Shady Cove,,,42,36,42.950,-122,49,4.940,42.61193055556,-122.81803888889
"15",Jackson,208,Talent,,,42,14,21.360,-122,46,47.150,42.23926666667,-122.77976388889
"15",Jackson,,,44,MEDFORD UA,42,19,10.490,-122,46,53.710,42.31958055556,-122.78158611111
"15",Jackson, ,,,,42,25,55.060,-122,43,8.150,42.43196111111,-122.71893055556
"16",Jefferson,46,Culver,,,44,31,26.160,-121,12,41.790,44.52393333333,-121.21160833333
"16",Jefferson,127,Madras,,,44,37,50.560,-121,7,12.480,44.63071111111,-121.12013333333
"16",Jefferson,134,Metolius,,,44,35,11.550,-121,10,54.340,44.58654166667,-121.18176111111
"16",Jefferson,,,42,MADRAS UA,44,38,18.950,-121,8,16.540,44.63859722222,-121.13792777778
"16",Jefferson, ,,,,44,37,14.430,-121,11,10.920,44.62067500000,-121.18636666667
"17",Josephine,32,Cave Junction,,,42,10,1.060,-123,38,52.840,42.16696111111,-123.64801111111
"17",Josephine,80,Grants Pass,,,42,25,39.120,-123,20,55.760,42.42753333333,-123.34882222222
"17",Josephine,,,31,GRNTS PS UA,42,25,29.570,-123,23,35.540,42.42488055556,-123.39320555556
"17",Josephine, ,,,,42,22,11.980,-123,37,39.860,42.36999444444,-123.62773888889
"18",Klamath,21,Bonanza,,,42,12,6.350,-121,24,24.860,42.20176388889,-121.40690555556
"18",Klamath,34,Chiloquin,,,42,34,32.900,-121,51,58.910,42.57580555556,-121.86636388889
"18",Klamath,112,Klamath Falls,,,42,13,16.650,-121,48,20.980,42.22129166667,-121.80582777778
"18",Klamath,128,Malin,,,42,0,29.490,-121,24,46.010,42.00819166667,-121.41278055556
"18",Klamath,133,Merrill,,,42,1,22.680,-121,36,7.730,42.02296666667,-121.60214722222
"18",Klamath,,,35,KLAM FLS UA,42,12,19.770,-121,45,57.740,42.20549166667,-121.76603888889
"18",Klamath, ,,,,42,48,37.200,-121,37,31.300,42.81033333333,-121.62536111111
"19",Lake,117,Lakeview,,,42,12,1.930,-120,21,46.690,42.20053611111,-120.36296944444
"19",Lake,161,Paisley,,,42,41,29.040,-120,32,57.500,42.69140000000,-120.54930555556
"19",Lake, , ,,,42,48,8.200,-120,20,51.660,42.80227777778,-120.34768333333
"20",Lane,36,Coburg,,,44,8,20.120,-123,3,33.470,44.13892222222,-123.05929722222
"20",Lane,43,Cottage Grove,,,43,47,35.500,-123,3,23.880,43.79319444444,-123.05663333333
"20",Lane,45,Creswell,,,43,55,0.410,-123,0,58.350,43.91678055556,-123.01620833333
"20",Lane,56,Dunes City,,,43,54,37.050,-124,5,31.550,43.91029166667,-124.09209722222
"20",Lane,64,Eugene,,,44,2,33.280,-123,7,18.780,44.04257777778,-123.12188333333
"20",Lane,67,Florence,,,43,59,20.380,-124,6,19.520,43.98899444444,-124.10542222222
"20",Lane,109,Junction City,,,44,13,3.490,-123,12,44.640,44.21763611111,-123.21240000000
"20",Lane,124,Lowell,,,43,55,26.590,-122,46,24.010,43.92405277778,-122.77333611111
"20",Lane,158,Oakridge,,,43,44,39.290,-122,27,35.280,43.74424722222,-122.45980000000
"20",Lane,200,Springfield,,,44,3,20.280,-122,57,20.180,44.05563333333,-122.95560555556
"20",Lane,222,Veneta,,,44,2,46.290,-123,20,54.580,44.04619166667,-123.34849444444
"20",Lane,229,Westfir,,,43,45,26.380,-122,30,28.800,43.75732777778,-122.50800000000
"20",Lane,,,21,COTGE GR UA,43,47,41.250,-123,5,2.720,43.79479166667,-123.08408888889
"20",Lane,,,25,EUGN-SPR UA,44,1,55.360,-123,0,14.240,44.03204444444,-123.00395555556
"20",Lane,,,27,FLORENCE UA,44,0,58.830,-124,6,22.400,44.01634166667,-124.10622222222
"20",Lane, ,,,,43,52,14.160,-122,59,47.140,43.87060000000,-122.99642777778
"21",Lincoln,50,Depoe Bay,,,44,48,26.910,-124,3,22.950,44.80747500000,-124.05637500000
"21",Lincoln,120,Lincoln City,,,44,58,40.140,-124,0,14.380,44.97781666667,-124.00399444444
"21",Lincoln,152,Newport,,,44,37,0.210,-124,2,20.180,44.61672500000,-124.03893888889
"21",Lincoln,195,Siletz,,,44,43,36.350,-123,55,18.500,44.72676388889,-123.92180555556
"21",Lincoln,213,Toledo,,,44,37,11.450,-123,56,26.240,44.61984722222,-123.94062222222
"21",Lincoln,224,Waldport,,,44,24,58.520,-124,3,58.900,44.41625555556,-124.06636111111
"21",Lincoln,238,Yachats,,,44,18,53.120,-124,6,2.820,44.31475555556,-124.10078333333
"21",Lincoln,,,41,LINC CTY UA,44,58,4.890,-123,59,39.290,44.96802500000,-123.99424722222
"21",Lincoln,,,51,NEWPORT UA,44,36,17.390,-124,3,8.860,44.60483055556,-124.05246111111
"21",Lincoln, ,,,,44,39,56.540,-123,52,1.440,44.66570555556,-123.86706666667
"22",Linn,4,Albany,,,44,37,51.360,-123,4,48.530,44.63093333333,-123.08014722222
"22",Linn,23,Brownsville,,,44,23,31.480,-122,59,0.850,44.39207777778,-122.98356944444
"22",Linn,86,Halsey,,,44,22,49.430,-123,6,23.370,44.38039722222,-123.10649166667
"22",Linn,88,Harrisburg,,,44,16,23.570,-123,9,55.000,44.27321388889,-123.16527777778
"22",Linn,97,Idanha,,,44,41,46.370,-122,4,11.370,44.69621388889,-122.06982500000
"22",Linn,118,Lebanon,,,44,31,40.190,-122,54,51.750,44.52783055556,-122.91437500000
"22",Linn,125,Lyons,,,44,46,40.030,-122,36,35.740,44.77778611111,-122.60992777778
"22",Linn,135,Mill City,,,44,45,1.760,-122,28,49.910,44.75048888889,-122.48053055556
"22",Linn,136,Millersburg,,,44,40,39.410,-123,4,5.300,44.67761388889,-123.06813888889
"22",Linn,187,Scio,,,44,42,15.130,-122,51,5.770,44.70420277778,-122.85160277778
"22",Linn,198,Sodaville,,,44,28,54.320,-122,52,0.400,44.48175555556,-122.86677777778
"22",Linn,207,Sweet Home,,,44,24,14.190,-122,42,7.220,44.40394166667,-122.70200555556
"22",Linn,209,Tangent,,,44,33,2.760,-123,6,49.680,44.55076666667,-123.11380000000
"22",Linn,228,Waterloo,,,44,29,45.260,-122,49,36.450,44.49590555556,-122.82679166667
"22",Linn,,,1,ALBANY UA,44,36,14.180,-123,4,1.970,44.60393888889,-123.06721388889
"22",Linn,,,39,LEBANON UA,44,30,32.890,-122,55,25.170,44.50913611111,-122.92365833333
"22",Linn,,,79,SWEETHOM UA,44,23,49.800,-122,45,2.110,44.39716666667,-122.75058611111
"22",Linn, ,,,,44,30,51.480,-122,46,51.100,44.51430000000,-122.78086111111
"23",Malheur,3,Adrian,,,43,44,21.250,-117,4,26.670,43.73923611111,-117.07407500000
"23",Malheur,107,Jordan Valley,,,42,58,46.110,-117,3,26.560,42.97947500000,-117.05737777778
"23",Malheur,156,Nyssa,,,43,52,44.760,-116,59,48.930,43.87910000000,-116.99692500000
"23",Malheur,159,Ontario,,,44,1,13.700,-116,58,25.210,44.02047222222,-116.97366944444
"23",Malheur,221,Vale,,,43,59,4.950,-117,14,27.220,43.98470833333,-117.24089444444
"23",Malheur,,,53,ONTARIO UA,44,2,34.050,-116,59,52.400,44.04279166667,-116.99788888889
"23",Malheur, ,,,,43,9,48.820,-117,41,3.300,43.16356111111,-117.68425000000
"24",Marion,11,Aumsville,,,44,50,46.300,-122,52,2.790,44.84619444444,-122.86744166667
"24",Marion,12,Aurora,,,45,13,18.390,-122,45,44.630,45.22177500000,-122.76239722222
"24",Marion,51,Detroit,,,44,44,10.360,-122,8,39.590,44.73621111111,-122.14433055556
"24",Marion,52,Donald,,,45,13,31.410,-122,50,21.640,45.22539166667,-122.83934444444
"24",Marion,72,Gates,,,44,45,24.470,-122,25,19.930,44.75679722222,-122.42220277778
"24",Marion,74,Gervais,,,45,6,29.780,-122,53,45.450,45.10827222222,-122.89595833333
"24",Marion,95,Hubbard,,,45,10,47.260,-122,48,18.470,45.17979444444,-122.80513055556
"24",Marion,97,Idanha,,,44,42,13.300,-122,5,24.760,44.70369444444,-122.09021111111
"24",Marion,104,Jefferson,,,44,43,0.250,-123,0,22.960,44.71673611111,-123.00637777778
"24",Marion,110,Keizer,,,45,0,13.480,-123,1,22.530,45.00374444444,-123.02292500000
"24",Marion,135,Mill City,,,44,45,24.350,-122,28,48.990,44.75676388889,-122.48027500000
"24",Marion,146,Mt. Angel,,,45,4,11.430,-122,47,39.250,45.06984166667,-122.79423611111
"24",Marion,184,Salem,,,44,54,51.330,-123,1,43.900,44.91425833333,-123.02886111111
"24",Marion,188,Scotts Mills,,,45,2,26.420,-122,40,8.980,45.04067222222,-122.66916111111
"24",Marion,196,Silverton,,,44,59,40.400,-122,47,25.990,44.99455555556,-122.79055277778
"24",Marion,183,St. Paul,,,45,12,54.770,-122,58,41.420,45.21521388889,-122.97817222222
"24",Marion,202,Stayton,,,44,48,17.540,-122,48,5.960,44.80487222222,-122.80165555556
"24",Marion,203,Sublimity,,,44,49,40.890,-122,47,56.360,44.82802500000,-122.79898888889
"24",Marion,216,Turner,,,44,50,55.790,-122,57,3.830,44.84883055556,-122.95106388889
"24",Marion,236,Woodburn,,,45,9,8.420,-122,51,6.970,45.15233888889,-122.85193611111
"24",Marion,,,67,SALEM-KZ UA,45,0,47.282,-122,58,53.685,45.01301340000,-122.98157900000
"24",Marion,,,71,SILVERTN UA,45,0,18.720,-122,45,51.940,45.00520000000,-122.76442777778
"24",Marion,,,75,STAYTON UA,44,49,7.010,-122,48,54.560,44.81861388889,-122.81515555556
"24",Marion,,,85,WOODBURN UA,45,8,36.840,-122,52,5.030,45.14356666667,-122.86806388889
"24",Marion, ,,,,44,50,6.580,-122,27,21.590,44.83516111111,-122.45599722222
"25",Morrow,20,Boardman,,,45,50,6.620,-119,41,48.710,45.83517222222,-119.69686388889
"25",Morrow,90,Heppner,,,45,21,6.380,-119,33,38.720,45.35177222222,-119.56075555556
"25",Morrow,100,Ione,,,45,30,9.670,-119,49,13.200,45.50268611111,-119.82033333333
"25",Morrow,101,Irrigon,,,45,54,2.400,-119,28,44.190,45.90066666667,-119.47894166667
"25",Morrow,119,Lexington,,,45,26,39.240,-119,41,21.980,45.44423333333,-119.68943888889
"25",Morrow, , ,,,45,27,32.660,-119,34,17.210,45.45907222222,-119.57144722222
"26",Multnomah,65,Fairview,,,45,32,42.120,-122,26,18.320,45.54503333333,-122.43842222222
"26",Multnomah,83,Gresham,,,45,29,34.790,-122,25,48.220,45.49299722222,-122.43006111111
"26",Multnomah,115,Lake Oswego,,,45,26,3.140,-122,42,45.270,45.43420555556,-122.71257500000
"26",Multnomah,131,Maywood Park,,,45,33,11.480,-122,33,34.360,45.55318888889,-122.55954444444
"26",Multnomah,250,Portland Bridges,,,45,32,4.000,-122,40,38.880,45.53444444444,-122.67746666667
"26",Multnomah,244,Portland E. Burnside,,,45,29,34.220,-122,34,29.210,45.49283888889,-122.57478055556
"26",Multnomah,242,Portland N,,,45,35,47.560,-122,43,35.420,45.59654444444,-122.72650555556
"26",Multnomah,243,Portland NE,,,45,34,19.330,-122,36,38.170,45.57203611111,-122.61060277778
"26",Multnomah,249,Portland NW,,,45,36,5.440,-122,48,20.290,45.60151111111,-122.80563611111
"26",Multnomah,245,Portland SE,,,45,29,34.220,-122,34,29.210,45.49283888889,-122.57478055556
"26",Multnomah,247,Portland SW,,,45,29,38.480,-122,41,35.310,45.49402222222,-122.69314166667
"26",Multnomah,241,Portland Unknown,,,45,32,20.700,-122,35,36.360,45.53908333333,-122.59343333333
"26",Multnomah,248,Portland W. Burnside,,,45,29,38.480,-122,41,35.310,45.49402222222,-122.69314166667
"26",Multnomah,214,Troutdale,,,45,32,9.660,-122,23,57.500,45.53601666667,-122.39930555556
"26",Multnomah,237,Wood Village,,,45,32,16.710,-122,25,15.860,45.53797500000,-122.42107222222
"26",Multnomah,,,57,PORTLAND UA,45,30,15.150,-122,21,31.690,45.50420833333,-122.35880277778
"26",Multnomah, ,,,,45,29,34.810,-122,15,20.110,45.49300277778,-122.25558611111
"27",Polk,47,Dallas,,,44,55,32.090,-123,19,3.440,44.92558055556,-123.31762222222
"27",Polk,66,Falls City,,,44,51,53.020,-123,26,11.620,44.86472777778,-123.43656111111
"27",Polk,99,Independence,,,44,51,15.580,-123,11,41.090,44.85432777778,-123.19474722222
"27",Polk,141,Monmouth,,,44,51,8.760,-123,13,47.750,44.85243333333,-123.22993055556
"27",Polk,184,Salem,,,44,57,43.630,-123,4,38.010,44.96211944444,-123.07722500000
"27",Polk,233,Willamina,,,45,4,23.320,-123,29,18.510,45.07314444444,-123.48847500000
"27",Polk,,,23,DALLAS UA,44,54,41.160,-123,20,12.530,44.91143333333,-123.33681388889
"27",Polk,,,47,MONM-IND UA,44,50,25.070,-123,12,59.790,44.84029722222,-123.21660833333
"27",Polk,,,67,SALEM-KZ UA,44,57,53.750,-123,2,45.300,44.96493055556,-123.04591666667
"27",Polk, ,,,,44,53,52.100,-123,23,1.360,44.89780555556,-123.38371111111
"28",Sherman,81,Grass Valley,,,45,21,33.110,-120,47,1.540,45.35919722222,-120.78376111111
"28",Sherman,144,Moro,,,45,28,48.930,-120,43,45.590,45.48025833333,-120.72933055556
"28",Sherman,181,Rufus,,,45,41,22.150,-120,44,38.330,45.68948611111,-120.74398055556
"28",Sherman,227,Wasco,,,45,35,16.250,-120,42,11.440,45.58784722222,-120.70317777778
"28",Sherman, , ,,,45,22,37.210,-120,39,56.300,45.37700277778,-120.66563888889
"29",Tillamook,17,Bay City,,,45,31,28.360,-123,52,49.400,45.52454444444,-123.88038888889
"29",Tillamook,70,Garibaldi,,,45,33,59.090,-123,55,2.150,45.56641388889,-123.91726388889
"29",Tillamook,129,Manzanita,,,45,43,0.060,-123,55,54.580,45.71668333333,-123.93182777778
"29",Tillamook,150,Nehalem,,,45,42,48.410,-123,53,56.160,45.71344722222,-123.89893333333
"29",Tillamook,178,Rockaway Beach,,,45,37,13.090,-123,56,8.970,45.62030277778,-123.93582500000
"29",Tillamook,212,Tillamook,,,45,27,10.600,-123,49,46.060,45.45294444444,-123.82946111111
"29",Tillamook,232,Wheeler,,,45,41,8.910,-123,53,10.180,45.68580833333,-123.88616111111
"29",Tillamook, , ,,,45,29,59.090,-123,42,20.840,45.49974722222,-123.70578888889
"30",Umatilla,2,Adams,,,45,45,44.510,-118,34,2.950,45.76236388889,-118.56748611111
"30",Umatilla,10,Athena,,,45,48,46.410,-118,29,36.180,45.81289166667,-118.49338333333
"30",Umatilla,59,Echo,,,45,44,45.700,-119,11,19.250,45.74602777778,-119.18868055556
"30",Umatilla,89,Helix,,,45,50,56.620,-118,39,37.980,45.84906111111,-118.66055000000
